;PROVINCIA;MUNICIPIO;CUIT;RazonSocial;Linea;AMBA;REC. URB;KM. URB;PAX. URB;Facto rCorr ecKM;Facto r Corre c Rec;Facto r Corre c Pax;Cert Cont;Libro IVA;DDJJ IVA;"Art. 6º Res.
337/
04";"Art. 6º Res.
680/
05";"Art. 7º Res.
680/
05";Cum ple Per miso;Anex o V;Regi men Tarif ario;Cum ple Inc. a;Cum ple Inc. b;Está en Gas oil;"UTA
Cum ple";"CUIT
Valid a";"Res 1 /
12";"Res 422
(Estr uctur a de Cost os)";Habilita do a cobrar;Unid. Habilit en Gasoil;"Unid. NO
Habilit en Gasoil";Litros Go CNRT;Unidad es Compu tables CCP;Agentes computa bles;FC Final
Diciembre (2013);BUENOS AIRES;FLORENCIO VARELA;30-56183751-8;TREINTA DE AGOSTO SOCIEDAD ANÓNIMA;507;SI;2.950.617,00;773.480;2.446.889;0,512;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;10,56;0,10;15.986,65;6,86;20,59;0,99038
Diciembre (2013);BUENOS AIRES;FLORENCIO VARELA;30-56183751-8;TREINTA DE AGOSTO SOCIEDAD ANÓNIMA;508;SI;2.558.909,00;709.832;2.157.558;0,512;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;9,24;0,09;14.671,14;6,00;18,01;0,99038
Diciembre (2013);BUENOS AIRES;FLORENCIO VARELA;30-56183751-8;TREINTA DE AGOSTO SOCIEDAD ANÓNIMA;509;SI;982.928,00;647.466;796.607;0,512;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;9,24;0,09;13.382,13;6,00;18,01;0,99038
Diciembre (2013);BUENOS AIRES;FLORENCIO VARELA;30-56183751-8;TREINTA DE AGOSTO SOCIEDAD ANÓNIMA;FV511;SI;972.700,00;577.560;801.421;0,512;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;7,92;0,08;11.937,28;5,15;15,44;0,99038
Diciembre (2013);BUENOS AIRES;FLORENCIO VARELA;30-56183751-8;TREINTA DE AGOSTO SOCIEDAD ANÓNIMA;FV512;SI;1.180.612,00;542.227;985.900;0,512;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;7,92;0,08;11.207,01;5,15;15,44;0,99038
Diciembre (2013);BUENOS AIRES;GENERAL MADARIAGA;30-57190462-0;MONTEMAR S.R.L;501;NO;78.905,80;35.400;79.876;1,000;0,000;0,000;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;1,00;2.412,00;3,55;7,68;0,80000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635445-4;EMPRESA DE TRANSPORTE 12 DE OCTUBRE S.R.L.;531;NO;6.111.059,50;1.202.443;4.172.713;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;17,58;0,00;38.035,95;17,58;37,26;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635445-4;EMPRESA DE TRANSPORTE 12 DE OCTUBRE S.R.L.;532;NO;5.607.317,00;1.243.998;3.841.445;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;18,56;0,00;39.350,42;18,56;39,33;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635445-4;EMPRESA DE TRANSPORTE 12 DE OCTUBRE S.R.L.;533;NO;841.438,44;306.511;570.962;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,86;0,00;9.695,63;5,86;12,42;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635452-7;EMPRESA DE TRANSPORTES PERALTA RAMOS S.A.C.I.;511;NO;9.679.408,00;2.262.096;6.572.892;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;29,45;0,00;81.367,35;29,45;85,91;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635452-7;EMPRESA DE TRANSPORTES PERALTA RAMOS S.A.C.I.;512A;NO;2.659.880,25;470.688;1.817.794;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,45;0,00;16.930,59;5,45;15,91;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635452-7;EMPRESA DE TRANSPORTES PERALTA RAMOS S.A.C.I.;512B;NO;3.857.848,50;886.210;2.632.652;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,91;0,00;31.876,86;10,91;31,82;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635452-7;EMPRESA DE TRANSPORTES PERALTA RAMOS S.A.C.I.;717;NO;2.686.384,25;1.160.810;1.383.005;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,18;0,00;41.754,20;14,18;41,36;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635810-7;EL LIBERTADOR S.R.L.;562;NO;7.677.773,50;1.743.876;5.191.604;0,872;0,872;0,872;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;21,81;0,00;61.547,35;21,81;54,79;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-54635810-7;EL LIBERTADOR S.R.L.;563;NO;4.687.031,00;1.298.901;4.687.031;0,872;0,872;0,714;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,19;0,00;45.842,65;19,19;48,21;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;501;NO;394.277,25;287.370;264.045;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,67;0,00;9.343,01;3,67;8,47;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;521;NO;3.860.485,25;1.132.463;2.649.293;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,78;0,00;36.818,76;13,78;31,76;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;522;NO;5.367.374,00;1.406.147;3.658.148;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;16,53;0,00;45.716,80;16,53;38,11;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;523;NO;7.505.331,00;1.693.666;5.148.200;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,21;0,00;55.064,64;20,21;46,57;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;525;NO;686.620,00;360.392;880.003;1,000;1,000;0,557;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,59;0,00;11.717,11;4,59;10,59;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;541;NO;4.267.106,50;1.130.678;2.976.238;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,70;0,00;36.760,71;14,70;33,87;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;542;NO;3.534.616,50;1.195.828;2.365.306;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,78;0,00;38.878,88;13,78;31,76;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;543;NO;2.953.755,50;1.257.008;1.992.927;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,78;0,00;40.867,98;13,78;31,76;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;551;NO;7.207.572,00;1.650.006;4.899.803;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;18,37;0,00;53.645,19;18,37;42,34;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;552;NO;9.024.034,00;1.869.585;6.230.516;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;22,04;0,00;60.784,15;22,04;50,81;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;553;NO;6.391.074,50;1.676.872;4.389.425;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,29;0,00;54.518,66;19,29;44,46;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;554;NO;4.513.990,00;1.117.276;3.074.293;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,86;0,00;36.325,01;12,86;29,64;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;555;NO;4.306.965,50;1.013.415;2.968.028;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,94;0,00;32.948,26;11,94;27,52;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;571;NO;9.713.522,00;2.038.479;6.565.272;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;23,88;0,00;66.275,26;23,88;55,04;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;573;NO;6.501.422,00;1.548.712;4.495.385;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;18,37;0,00;50.351,90;18,37;42,34;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;581;NO;787.423,13;507.148;536.454;1,000;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,51;0,00;16.488,44;5,51;12,70;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;591;NO;4.203.286,00;1.037.910;2.906.502;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,94;0,00;33.744,65;11,94;27,52;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-57190059-5;TRANSPORTES 25 DE MAYO S.R.L.;593;NO;3.897.311,25;1.180.071;2.629.955;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,78;0,00;38.366,60;13,78;31,76;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-61498725-8;EMPRESA BATÁN S.A.;715;NO;2.134.979,25;584.518;1.387.954;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;9,53;0,00;18.155,17;9,53;19,59;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL PUEYRREDON;30-61498725-8;EMPRESA BATÁN S.A.;720;NO;1.477.636,25;627.907;971.415;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,47;0,00;19.502,83;8,47;17,41;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL RODRIGUEZ;33-54634954-9;TRANSPORTES LA PERLITA S.A.;GR500;SI;5.416.452,00;2.587.292;5.447.103;1,000;0,500;0,590;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;30,00;0,00;70.000,00;30,00;88,83;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL SAN MARTIN;30-54634473-4;MICROMNIBUS GENERAL SAN MARTIN SAC;670;SI;11.002.243,00;3.568.308;9.263.181;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;61,36;0,00;131.525,92;61,36;149,53;1,00000
Diciembre (2013);BUENOS AIRES;GENERAL SAN MARTIN;30-54634473-4;MICROMNIBUS GENERAL SAN MARTIN SAC;NR670;SI;3.828.234,25;1.071.640;3.060.225;1,000;0,994;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,64;0,00;39.500,08;19,64;47,85;1,00000
Diciembre (2013);BUENOS AIRES;ITUZAINGO;30-68389631-0;MUNICIPALIDAD DE ITUZAINGO;504;SI;1.027.348,22;1.772.066;743.120;0,377;0,000;0,000;NO;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,00;0,00;24.000,00;12,36;37,08;1,00000
Diciembre (2013);BUENOS AIRES;JOSE C. PAZ;30-54623417-3;SARGENTO CABRAL S.A. DE TRANSPORTES;L741A;SI;3.011.915,75;1.185.846;2.278.876;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;24,00;0,00;40.315,00;24,00;72,00;1,00000
Diciembre (2013);BUENOS AIRES;JOSE C. PAZ;30-65585353-3;EMPRESA DE TRANSPORTES EL LITORAL S.A.;749;SI;12.371.393,00;3.732.032;9.792.874;0,877;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;70,00;0,00;115.000,00;61,72;178,33;1,00000
Diciembre (2013);BUENOS AIRES;JUNIN;30-70830532-0;LAFIT NORBERTO WALTER Y LAFIT PABLO NORBERTO S.H.;Roca;NO;123.274,00;127.750;32.908;0,791;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,00;0,00;1.965,00;3,00;1,50;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-54622438-0;LA CABAÑA S.A.;624;SI;16.350.650,00;4.304.228;12.569.402;0,828;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;59,00;0,00;123.852,00;59,00;163,59;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-54622964-1;TRANSPORTE IDEAL SAN JUSTO S.A.;621;SI;6.727.027,00;4.197.512;5.476.961;1,000;0,993;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;78,00;0,00;171.000,00;78,00;175,44;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-54625352-6;LA VECINAL DE MATANZA SACI DE MICROOMNIBUS;630;SI;5.216.578,50;2.113.225;4.125.293;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;24,00;0,00;66.150,00;24,00;70,07;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-54641796-0;ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI;622;SI;7.062.595,50;4.776.874;5.754.022;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;57,93;0,00;176.980,45;57,93;157,43;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-54641796-0;ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI;628;SI;1.149.895,88;621.320;1.038.226;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,07;0,00;23.019,55;12,07;32,80;1,00000
Diciembre (2013);BUENOS AIRES;LA MATANZA;30-68013871-7;NUEVO IDEAL S.A.;620;SI;41.636.180,00;13.059.504;32.063.714;0,851;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;169,00;0,00;378.665,00;169,00;507,00;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;A;SI;390.642,19;110.616;172.233;1,000;0,975;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,25;0,00;4.602,91;2,25;5,00;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;B;SI;340.109,09;98.482;152.594;1,000;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,25;0,00;4.097,99;2,25;5,00;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;C;SI;389.597,81;138.538;169.730;1,000;0,470;0,867;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,25;0,00;5.764,77;2,25;5,00;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;ESTE1;SI;10.810.798,00;4.049.004;8.068.208;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;71,02;0,00;168.485,44;71,02;157,48;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;ESTE2;SI;3.247.654,63;1.281.605;2.428.293;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,16;0,00;53.329,61;19,16;42,49;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;ESTE3;SI;227.026,05;88.736;166.509;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,13;0,00;3.692,44;1,13;2,50;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54623653-2;EMPRESA LINEA SIETE SOCIEDAD ANONIMA DE TRANSPORTE;SUR1;SI;2.935.097,50;1.481.603;1.992.538;1,000;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;25,93;0,00;61.651,84;25,93;57,49;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54624786-0;EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE;504;SI;19.121.390,00;7.976.019;13.360.955;1,000;0,997;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;117,91;0,00;299.436,11;117,91;286,80;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54624786-0;EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE;D;SI;648.729,81;328.500;284.000;1,000;0,957;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,47;0,00;12.332,56;3,47;8,44;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54624786-0;EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE;E;SI;789.326,00;346.500;346.754;1,000;0,932;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,62;0,00;13.008,32;4,62;11,25;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54625291-0;UNION PLATENSE S.R.L.;501;SI;6.095.599,00;2.456.976;4.294.367;1,000;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;48,63;0,00;89.704,58;48,63;110,28;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54625291-0;UNION PLATENSE S.R.L.;ESTE4;SI;3.435.364,63;1.683.544;2.454.854;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;28,47;0,00;61.466,44;28,47;64,55;1,00000
Diciembre (2013);BUENOS AIRES;LA PLATA;30-54625291-0;UNION PLATENSE S.R.L.;SUR3;SI;3.134.541,00;1.493.721;2.228.382;1,000;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;24,91;0,00;54.535,99;24,91;56,48;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-54625451-4;COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.;LA523;SI;2.085.779,38;735.578;1.974.527;0,875;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,00;0,00;17.872,00;12,00;36,00;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-54641925-4;MICRO OMNIBUS AVENIDA S.A.;520B;SI;2.694.045,50;889.984;1.758.831;0,871;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,20;0,00;30.429,31;11,76;35,29;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-54641925-4;MICRO OMNIBUS AVENIDA S.A.;520B2;SI;1.237.804,63;142.388;808.111;0,871;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,20;0,00;4.868,37;6,42;19,25;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-54641925-4;MICRO OMNIBUS AVENIDA S.A.;520C;SI;2.184.361,25;745.596;1.426.080;0,871;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,80;0,00;25.492,56;9,62;28,87;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-54641925-4;MICRO OMNIBUS AVENIDA S.A.;520D;SI;1.305.845,00;332.304;760.576;0,871;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,80;0,00;11.361,76;4,28;12,83;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-57197043-7;5 DE AGOSTO SRL;524;SI;2.912.155,25;1.124.622;2.311.720;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,00;0,00;33.313,00;20,00;45,00;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-58039052-4;MICROOMNIBUS ESTE S.A.;521;SI;2.205.570,00;1.022.916;1.657.520;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,63;0,00;33.415,71;13,63;34,88;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-58039052-4;MICROOMNIBUS ESTE S.A.;526;SI;5.126.013,50;1.306.920;3.852.277;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,37;0,00;42.693,29;20,37;52,12;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-70805898-6;EL URBANO SRL;522;SI;664.696,63;355.732;460.463;0,461;0,991;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,00;0,00;5.086,69;3,25;9,76;1,00000
Diciembre (2013);BUENOS AIRES;LANUS;30-70805898-6;EL URBANO SRL;527;SI;1.950.993,38;1.042.526;1.351.964;0,461;0,991;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;16,00;0,00;14.907,31;8,67;26,02;1,00000
Diciembre (2013);BUENOS AIRES;LOBOS;33-62854085-9;EXPRESO EMPALME LOBOS SRL;501;SI;859.492,50;334.719;561.148;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,50;0,00;15.771,64;6,63;12,50;1,00000
Diciembre (2013);BUENOS AIRES;LOBOS;33-62854085-9;EXPRESO EMPALME LOBOS SRL;502;SI;119.121,40;58.052;91.631;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,50;0,00;2.735,36;2,21;4,17;1,00000
Diciembre (2013);BUENOS AIRES;LOMAS DE ZAMORA;30-54625505-7;EMPRESA MICROOMNIBUS LARROQUEL.548;LZ548;SI;3.850.267,75;1.043.440;3.500.982;0,806;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,00;0,00;33.663,00;15,57;46,00;1,00000
Diciembre (2013);BUENOS AIRES;LOMAS DE ZAMORA;30-54629668-3;CIA LA PAZ AMADOR MOURE SACIFIYA;LZ542;SI;6.699.965,00;1.301.703;5.062.297;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;25,51;0,00;45.801,56;22,76;68,28;1,00000
Diciembre (2013);BUENOS AIRES;LOMAS DE ZAMORA;30-54629668-3;CIA LA PAZ AMADOR MOURE SACIFIYA;LZ551;SI;2.875.116,00;795.843;2.239.282;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;15,49;0,00;28.002,44;13,82;41,46;1,00000
